Ministry_Contact,Sampling_Agency,Project,Work_Order_number,Location_ID,Location_Name,LocationType,Location_Latitude,Location_Longitude,Location_Elevation,Location_Elevation_Units,Location_Group,Field_Visit_Start_Time,Field_Visit_End_Time,Field_Visit_Participants,Field_Comment,Activity_Comment,Field_Filtered,Field_Filtered_Comment,Field_Preservative,Field_Device_ID,Field_Device_Type,Sampling_Context_Tag,Collection_Method,Medium,Taxonomy,Depth_Upper,Depth_Lower,Depth_Unit,Observed_Date_Time,Observed_Date_Time_End,Observed_Property_ID,CAS_Number,Result_Value,Method_Detection_Limit,Method_Reporting_Limit,Result_Unit,Detection_Condition,Limit_Type,Composite_Stat,Fraction,Data_Classification,Analyzing_Agency,Analysis_Method,Analyzed_Date_Time,Result_Status,Result_Grade,Activity_Name,Tissue_Type,Lab_Arrival_Temperature,Specimen_Name,Lab_Quality_Flag,Lab_Arrival_Date_Time,Lab_Prepared_Date_Time,Lab_Sample_ID,Lab_Dilution_Factor,Lab_Comment,Lab_Batch_ID,QC_Type,QC_Source_Activity_Name,Validation_Warnings,Standards_Violation
Danny St.Hilaire,74 - Permittee,BC Lake Monitoring Network,50247824,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2020-08-20T09:15:00.000-08:00,2020-08-20T09:30:00.000-08:00,Danny St. Hilaire,W576-577/ N100/ T398/ TC,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,18,45,m,2020-08-20 09:30:00.000-08:00,2020-08-20T09:45:00.000-08:00,"boron (B), total (fl. conc.)",7440-42-8,0.005,0.005,,mg/l,NOT_DETECTED,,,TOTAL,LAB,ALS,METN;MET-T-NP-CCMS-VA;US EPA,2020-08-24 00:00:00.000-08:00,Preliminary,Ungraded,3602958,,3,Metals,,2020-08-21 11:35:00.000-08:00,,,,"Lab Batch ID: L2492409 EMS Result ID: 29816103 , Lab comments if any:",,,,Statistical Outlier: 0.005 mg/l >= P95 (0.005 mg/l),
Danny St.Hilaire,74 - Permittee,BC Lake Monitoring Network,50247824,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2020-08-20T09:15:00.000-08:00,2020-08-20T09:30:00.000-08:00,Danny St. Hilaire,W576-577/ N100/ T398/ TC,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,18,45,m,2020-08-20 09:30:00.000-08:00,2020-08-20T09:45:00.000-08:00,"barium (Ba), total (fl. conc.)",7440-39-3,0.00405,0.00002,,mg/l,,,,TOTAL,LAB,ALS,METN;MET-T-NP-CCMS-VA;US EPA,2020-08-24 00:00:00.000-08:00,Preliminary,Ungraded,3602958,,3,Metals,,2020-08-21 11:35:00.000-08:00,,,,"Lab Batch ID: L2492409 EMS Result ID: 29816104 , Lab comments if any:",,,,,
Danny St.Hilaire,"52 - Southern Region, Penticton",BC Lake Monitoring Network,50258725,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2022-08-17T08:30:00.000-08:00,2022-08-17T08:45:00.000-08:00,DSH,,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,20,45,m,2022-08-17 08:45:00.000-08:00,2022-08-17T09:00:00.000-08:00,"nickel (Ni), total (fl. conc.)",7440-02-0,0.00005,0.00005,,mg/l,NOT_DETECTED,,,TOTAL,LAB,ALS,METN;MET-T-NP-CCMS-VA;US EPA,2022-08-24 00:00:00.000-08:00,Preliminary,Ungraded,3947879,,0,Metals,,2022-08-18 11:00:00.000-08:00,,,,"Lab Batch ID: VA22B9378 EMS Result ID: 35274944 , Lab comments if any:",,,,,
Danny St.Hilaire,74 - Permittee,BC Lake Monitoring Network,50237833,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2018-08-15T12:20:00.000-08:00,2018-08-15T12:45:00.000-08:00,Danny St.Hilaire,W010/N230/M431 (EN),Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,1,10,m,2018-08-15 12:20:00.000-08:00,2018-08-15T12:40:00.000-08:00,"nitrogen, nitrate (NO₃⁻) + nitrite (NO₂⁻), dissolved (N+N) (fl. conc.)",14797-55-8 & 14797-65-0,0.0327,0.0032,,mg/l,,,,DISSOLVED,LAB,ALS,X044;Ion Chromatography;EMS Migration,2018-08-21 00:00:00.000-08:00,Preliminary,Ungraded,3288216,,4,Nutrients,,2018-08-16 08:50:00.000-08:00,,,,"Lab Batch ID: L2147904 EMS Result ID: 25247106 , Lab comments if any:",,,,,
Danny St.Hilaire,"52 - Southern Region, Penticton",BC Lake Monitoring Network,50258725,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2022-08-17T08:30:00.000-08:00,2022-08-17T08:45:00.000-08:00,DSH,,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,1,7,m,2022-08-17 08:30:00.000-08:00,2022-08-17T08:45:00.000-08:00,"sulfate (SO₄⁻²), dissolved (fl. conc.)",14808-79-8,2.9,0.3,,mg/l,,,,DISSOLVED,LAB,ALS,X044;Ion Chromatography;EMS Migration,2022-08-20 00:00:00.000-08:00,Preliminary,Ungraded,3947880,,0,Major Ions,,2022-08-18 11:00:00.000-08:00,,,,"Lab Batch ID: VA22B9378 EMS Result ID: 35274975 , Lab comments if any:",,,,Statistical Outlier: 2.9 mg/l < P5 (3.04 mg/l),
Lyndsey Johnson,74 - Permittee,BC Lake Monitoring Network,50236467,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2018-05-15T11:15:00.000-08:00,2018-05-15T11:27:00.000-08:00,Lyndsey Johnson,M421,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,2,10,m,2018-05-15 11:15:00.000-08:00,,"vanadium (V), dissolved (fl. conc.)",7440-62-2,0.0002,0.0002,,mg/l,NOT_DETECTED,,,DISSOLVED,LAB,ALS,X562;Dissolved metals: FF- FA- HNO3- HR-ICPMS;US EPA,2018-05-29 00:00:00.000-08:00,Preliminary,Ungraded,3252774,,7,Metals,,2018-05-16 08:20:00.000-08:00,,,,"Lab Batch ID: L2095393 EMS Result ID: 24628358 , Lab comments if any:",,,,,
Danny St.Hilaire,"52 - Southern Region, Penticton",BC Lake Monitoring Network,50261832,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2023-08-22T08:45:00.000-08:00,2023-08-22T09:00:00.000-08:00,Danny St. Hilaire,,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,1,10,m,2023-08-22 08:45:00.000-08:00,2023-08-22T09:00:00.000-08:00,"strontium (Sr), total (fl. conc.)",7440-24-6,0.015,0.00005,,mg/l,,,,TOTAL,LAB,ALS,METN;MET-T-NP-CCMS-VA;US EPA,2023-08-25 00:00:00.000-08:00,Preliminary,Ungraded,4161474,,5,Metals,,2023-08-23 11:00:00.000-08:00,,,,"Lab Batch ID: VA23B9685 EMS Result ID: 39227215 , Lab comments if any:",,,,Statistical Outlier: 0.015 mg/l >= P95 (0.015 mg/l),
Danny St.Hilaire,74 - Permittee,BC Lake Monitoring Network,50241373,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2019-04-04T09:30:00.000-08:00,2019-04-04T09:45:00.000-08:00,Danny St.Hilaire,W379/ N259/ M323/ TC,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,15,40,m,2019-04-04 09:45:00.000-08:00,2019-04-04T10:00:00.000-08:00,"lead (Pb), total (fl. conc.)",-,0.0000121,0.000005,,mg/l,,,,TOTAL,LAB,ALS,X561;Total metals: FA- HNO3- HR-ICPMS (No Prep)Prep);US EPA,2019-04-10 00:00:00.000-08:00,Preliminary,Ungraded,3375009,,3,Metals,,2019-04-05 08:50:00.000-08:00,,,,"Lab Batch ID: L2254123 EMS Result ID: 26440582 , Lab comments if any:",,,,,
Maxwell Hoyer,"52 - Southern Region, Penticton",BC Lake Monitoring Network,50254999,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2021-08-18T09:00:00.000-08:00,2021-08-18T09:15:00.000-08:00,Danny St. Hilaire,,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,20,45,m,2021-08-18 09:15:00.000-08:00,2021-08-18T09:30:00.000-08:00,"carbon, organic, dissolved (DOC) (fl. conc.)",-,1.04,0.5,,mg/l,,,,DISSOLVED,LAB,ALS,X067;TOC Analyzer;EMS Migration,2021-08-25 00:00:00.000-08:00,Preliminary,Ungraded,3767288,,3,Carbon,,2021-08-19 12:00:00.000-08:00,,,,"Lab Batch ID: VA21B7592 EMS Result ID: 32247898 , Lab comments if any:",,,,,
Danny St.Hilaire,"52 - Southern Region, Penticton",BC Lake Monitoring Network,50257108,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2022-03-29T09:15:00.000-08:00,2022-03-29T09:30:00.000-08:00,Danny St. Hilaire,,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,20,45,m,2022-03-29 09:30:00.000-08:00,2022-03-29T09:45:00.000-08:00,"nitrogen, total (Nₜₒₜₐₗ)  (fl. conc.)",-,0.119,0.03,,mg/l,,,,TOTAL,LAB,ALS,F005;K/Persulphate Dig-Red'n-Col'm;EMS Migration,2022-04-08 00:00:00.000-08:00,Preliminary,Ungraded,3865411,,3,Nutrients,,2022-03-30 12:00:00.000-08:00,,,,"Lab Batch ID: VA22A6536 EMS Result ID: 33606542 , Lab comments if any:",,,,,
Danny St.Hilaire,74 - Permittee,BC Lake Monitoring Network,50247824,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2020-08-20T09:15:00.000-08:00,2020-08-20T09:30:00.000-08:00,Danny St. Hilaire,W576-577/ N100/ T398/ TC,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,1,9,m,2020-08-20 09:15:00.000-08:00,2020-08-20T09:30:00.000-08:00,"calcium (Ca), total (fl. conc.)",7440-70-2,2.92,0.01,,mg/l,,,,TOTAL,LAB,ALS,METN;MET-T-NP-CCMS-VA;US EPA,2020-08-24 00:00:00.000-08:00,Preliminary,Ungraded,3602959,,3,Metals,,2020-08-21 11:35:00.000-08:00,,,,"Lab Batch ID: L2492409 EMS Result ID: 29816159 , Lab comments if any:",,,,,
Danny St.Hilaire,74 - Permittee,BC Lake Monitoring Network,50243845,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2019-08-14T09:30:00.000-08:00,2019-08-14T10:00:00.000-08:00,Danny St. Hilaire,W592/ N232/ T428 (CH) Hypolimnion,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,16,45,m,2019-08-14 10:00:00.000-08:00,2019-08-14T10:30:00.000-08:00,"nickel (Ni), total (fl. conc.)",7440-02-0,0.00005,0.00005,,mg/l,NOT_DETECTED,,,TOTAL,LAB,ALS,METN;MET-T-NP-CCMS-VA;US EPA,2019-08-21 00:00:00.000-08:00,Preliminary,Ungraded,3434488,,6,Metals,,2019-08-14 14:30:00.000-08:00,,,,"Lab Batch ID: L2329046 EMS Result ID: 27337543 , Lab comments if any:",,,,,
Danny St.Hilaire,74 - Permittee,BC Lake Monitoring Network,50252339,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2021-04-07T08:45:00.000-08:00,2021-04-07T09:00:00.000-08:00,Danny St. Hilaire,,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,1,9,m,2021-04-07 08:45:00.000-08:00,2021-04-07T09:00:00.000-08:00,"tin (Sn), total (fl. conc.)",7440-31-5,0.00005,0.00005,,mg/l,NOT_DETECTED,,,TOTAL,LAB,ALS,METN;MET-T-NP-CCMS-VA;US EPA,2021-04-09 00:00:00.000-08:00,Preliminary,Ungraded,3683147,,1,Metals,,2021-04-08 12:40:00.000-08:00,,,,"Lab Batch ID: VA21A6512 EMS Result ID: 31028427 , Lab comments if any:",,,,Statistical Outlier: 5.0E-5 mg/l >= P95 (5.0E-5 mg/l),
Danny St.Hilaire,"52 - Southern Region, Penticton",BC Lake Monitoring Network,50257108,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2022-03-29T09:15:00.000-08:00,2022-03-29T09:30:00.000-08:00,Danny St. Hilaire,,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,20,45,m,2022-03-29 09:30:00.000-08:00,2022-03-29T09:45:00.000-08:00,"chromium (Cr), total (fl. conc.)",7440-47-3,0.0001,0.0001,,mg/l,NOT_DETECTED,,,TOTAL,LAB,ALS,METN;MET-T-NP-CCMS-VA;US EPA,2022-04-02 00:00:00.000-08:00,Preliminary,Ungraded,3865411,,3,Metals,,2022-03-30 12:00:00.000-08:00,,,,"Lab Batch ID: VA22A6536 EMS Result ID: 33606561 , Lab comments if any:",,,,Statistical Outlier: 1.0E-4 mg/l >= P95 (1.0E-4 mg/l),
Danny St.Hilaire,74 - Permittee,BC Lake Monitoring Network,50252339,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2021-04-07T08:45:00.000-08:00,2021-04-07T09:00:00.000-08:00,Danny St. Hilaire,,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,18,45,m,2021-04-07 09:00:00.000-08:00,2021-04-07T09:15:00.000-08:00,"nitrogen, nitrate (NO₃⁻) + nitrite (NO₂⁻), dissolved (N+N) (fl. conc.)",14797-55-8 & 14797-65-0,0.0897,0.0032,,mg/l,,,,DISSOLVED,LAB,ALS,XCAL;Calculation (mg/L);EMS Migration,2021-04-13 00:00:00.000-08:00,Preliminary,Ungraded,3683146,,1,Nutrients,,2021-04-08 12:40:00.000-08:00,,,,"Lab Batch ID: VA21A6512 EMS Result ID: 31028341 , Lab comments if any:",,,,,
Danny St.Hilaire,74 - Permittee,BC Lake Monitoring Network,50247824,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2020-08-20T09:15:00.000-08:00,2020-08-20T09:30:00.000-08:00,Danny St. Hilaire,W576-577/ N100/ T398/ TC,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,1,9,m,2020-08-20 09:15:00.000-08:00,2020-08-20T09:30:00.000-08:00,"barium (Ba), total (fl. conc.)",7440-39-3,0.00368,0.00002,,mg/l,,,,TOTAL,LAB,ALS,METN;MET-T-NP-CCMS-VA;US EPA,2020-08-24 00:00:00.000-08:00,Preliminary,Ungraded,3602959,,3,Metals,,2020-08-21 11:35:00.000-08:00,,,,"Lab Batch ID: L2492409 EMS Result ID: 29816156 , Lab comments if any:",,,,,
Danny St.Hilaire,74 - Permittee,BC Lake Monitoring Network,50252339,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2021-04-07T08:45:00.000-08:00,2021-04-07T09:00:00.000-08:00,Danny St. Hilaire,,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,18,45,m,2021-04-07 09:00:00.000-08:00,2021-04-07T09:15:00.000-08:00,"lithium (Li), total (fl. conc.)",-,0.0005,0.0005,,mg/l,NOT_DETECTED,,,TOTAL,LAB,ALS,METN;MET-T-NP-CCMS-VA;US EPA,2021-04-09 00:00:00.000-08:00,Preliminary,Ungraded,3683146,,1,Metals,,2021-04-08 12:40:00.000-08:00,,,,"Lab Batch ID: VA21A6512 EMS Result ID: 31028361 , Lab comments if any:",,,,Statistical Outlier: 5.0E-4 mg/l >= P95 (5.0E-4 mg/l),
Danny St.Hilaire,74 - Permittee,BC Lake Monitoring Network,50241373,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2019-04-04T09:30:00.000-08:00,2019-04-04T09:45:00.000-08:00,Danny St.Hilaire,W379/ N259/ M323/ TC,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,15,40,m,2019-04-04 09:45:00.000-08:00,2019-04-04T10:00:00.000-08:00,"phosphorus (P), total dissolved (fl. conc.)",7723-14-0,0.002,0.002,,mg/l,NOT_DETECTED,,,DISSOLVED,LAB,ALS,F122;Persulfate Dig-Col'm;EMS Migration,2019-04-12 00:00:00.000-08:00,Preliminary,Ungraded,3375009,,3,Metals,,2019-04-05 08:50:00.000-08:00,,,,"Lab Batch ID: L2254123 EMS Result ID: 26440580 , Lab comments if any:",,,,Statistical Outlier: 0.002 mg/l >= P95 (0.002 mg/l),
Danny St.Hilaire,74 - Permittee,BC Lake Monitoring Network,50243845,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2019-08-14T09:30:00.000-08:00,2019-08-14T10:00:00.000-08:00,Danny St. Hilaire,W592/ N232/ T428 (CH) Hypolimnion,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,16,45,m,2019-08-14 10:00:00.000-08:00,2019-08-14T10:30:00.000-08:00,"vanadium (V), total (fl. conc.)",7440-62-2,0.0002,0.0002,,mg/l,NOT_DETECTED,,,TOTAL,LAB,ALS,METN;MET-T-NP-CCMS-VA;US EPA,2019-08-21 00:00:00.000-08:00,Preliminary,Ungraded,3434488,,6,Metals,,2019-08-14 14:30:00.000-08:00,,,,"Lab Batch ID: L2329046 EMS Result ID: 27337554 , Lab comments if any:",,,,,
Michelle Meier,74 - Permittee,BC Lake Monitoring Network,50232598,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2017-09-14T00:00:00.000-08:00,,MICHELLE MEIER,M407,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,1,10,m,2017-09-14 00:00:00.000-08:00,,chlorophyll A (fl. conc.),1406-65-1,0.000292,0.01,,mg/l,,,,,LAB,ALS,X454;Fluorimetric: Extraction;EMS Migration,2017-09-19 00:00:00.000-08:00,Preliminary,Ungraded,3163152,,9,Biological Examination,,2017-09-14 00:00:00.000-08:00,,,,"Lab Batch ID: L1991748 EMS Result ID: 23217748 , Lab comments if any:",,,,,
Danny St.Hilaire,74 - Permittee,BC Lake Monitoring Network,50252339,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2021-04-07T08:45:00.000-08:00,2021-04-07T09:00:00.000-08:00,Danny St. Hilaire,,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,18,45,m,2021-04-07 09:00:00.000-08:00,2021-04-07T09:15:00.000-08:00,"calcium (Ca), total (fl. conc.)",7440-70-2,3.38,0.01,,mg/l,,,,TOTAL,LAB,ALS,METN;MET-T-NP-CCMS-VA;US EPA,2021-04-09 00:00:00.000-08:00,Preliminary,Ungraded,3683146,,1,Metals,,2021-04-08 12:40:00.000-08:00,,,,"Lab Batch ID: VA21A6512 EMS Result ID: 31028354 , Lab comments if any:",,,,,
Maxwell Hoyer,"52 - Southern Region, Penticton",BC Lake Monitoring Network,50254999,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2021-08-18T09:00:00.000-08:00,2021-08-18T09:15:00.000-08:00,Danny St. Hilaire,,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,1,10,m,2021-08-18 09:00:00.000-08:00,2021-08-18T09:15:00.000-08:00,"silicon (Si), total (fl. conc.)",7440-21-3,2.32,0.05,,mg/l,,,,TOTAL,LAB,ALS,METN;MET-T-NP-CCMS-VA;US EPA,2021-08-24 00:00:00.000-08:00,Preliminary,Ungraded,3767289,,3,Metals,,2021-08-19 12:00:00.000-08:00,,,,"Lab Batch ID: VA21B7592 EMS Result ID: 32247985 , Lab comments if any:",,,,,
Lyndsey Johnson,74 - Permittee,BC Lake Monitoring Network,50236467,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2018-05-15T11:15:00.000-08:00,2018-05-15T11:27:00.000-08:00,Lyndsey Johnson,M421,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,2,10,m,2018-05-15 11:15:00.000-08:00,,"antimony (Sb), total (fl. conc.)",7440-36-0,0.00002,0.00002,,mg/l,NOT_DETECTED,,,TOTAL,LAB,ALS,X561;Total metals: FA- HNO3- HR-ICPMS (No Prep)Prep);US EPA,2018-05-29 00:00:00.000-08:00,Preliminary,Ungraded,3252774,,7,Metals,,2018-05-16 08:20:00.000-08:00,,,,"Lab Batch ID: L2095393 EMS Result ID: 24628344 , Lab comments if any:",,,,,
Danny St.Hilaire,"52 - Southern Region, Penticton",BC Lake Monitoring Network,50260656,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2023-04-17T11:45:00.000-08:00,2023-04-17T12:00:00.000-08:00,Danny St. Hilaire,,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,20,45,m,2023-04-17 12:00:00.000-08:00,2023-04-17T12:15:00.000-08:00,"nitrogen, ammonia (NH₃ as N), total (fl. conc.)",7664-41-7,0.005,0.005,,mg/l,NOT_DETECTED,,,TOTAL,LAB,ALS,NH3F;NH3-F-VA;EMS Migration,2023-04-24 00:00:00.000-08:00,Preliminary,Ungraded,4076632,,3,Nutrients,,2023-04-18 11:15:00.000-08:00,,,,"Lab Batch ID: VA23A8323 EMS Result ID: 37595747 , Lab comments if any:",,,,Statistical Outlier: 0.005 mg/l >= P95 (0.005 mg/l),
Danny St.Hilaire,74 - Permittee,BC Lake Monitoring Network,50252339,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2021-04-07T08:45:00.000-08:00,2021-04-07T09:00:00.000-08:00,Danny St. Hilaire,,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,1,9,m,2021-04-07 08:45:00.000-08:00,2021-04-07T09:00:00.000-08:00,"calcium (Ca), total (fl. conc.)",7440-70-2,3.35,0.01,,mg/l,,,,TOTAL,LAB,ALS,METN;MET-T-NP-CCMS-VA;US EPA,2021-04-09 00:00:00.000-08:00,Preliminary,Ungraded,3683147,,1,Metals,,2021-04-08 12:40:00.000-08:00,,,,"Lab Batch ID: VA21A6512 EMS Result ID: 31028405 , Lab comments if any:",,,,,
Maxwell Hoyer,"52 - Southern Region, Penticton",BC Lake Monitoring Network,50254999,E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,LAKE OR POND,49.076764,-121.436211,2040.0,m,BC Lake Monitoring Network (BCLMN),2021-08-18T09:00:00.000-08:00,2021-08-18T09:15:00.000-08:00,Danny St. Hilaire,,Generated activity from observation import file E303413.csv.0_dd95c796-e152-4e3a-8802-a0ad4c2161db.csv,false,,,,Field: Device Type,,GRB,Water - Fresh,,20,45,m,2021-08-18 09:15:00.000-08:00,2021-08-18T09:30:00.000-08:00,"carbon, organic, total (TOC) (fl. conc.)",-,1.02,0.5,,mg/l,,,,TOTAL,LAB,ALS,X067;TOC Analyzer;EMS Migration,2021-08-25 00:00:00.000-08:00,Preliminary,Ungraded,3767288,,3,Carbon,,2021-08-19 12:00:00.000-08:00,,,,"Lab Batch ID: VA21B7592 EMS Result ID: 32247893 , Lab comments if any:",,,,,
